page_id,page_text,conf_mean,lines_count,warnings,language,correction_stats,reading_order_stats
page_025,"AKT IV a-na U-ur-a-A-sur ù Vs. 1 i-ma-at-Itar qi-bi-ma um-ma I-i-im-Sú-en6-ma 2 TúG.HI.A / SIG5tim DIRI / ku-nu-ki-a E-na-A-sùr / duMu En-um-A-ùr 5 na-á-a-ku-nu-tí / ga-mar-u-nu / a-bu a-na -mì-im dí-na-u-nu-ma i-i-im TúGba-tí 1/2 ma-na KU.BABBAR a-na E-na-A-ùr dí-na-ma i-tí / kù.BABBAR / ku-un-kà-ma 10 sé-bi4-lá-nim 1 i-it-ra-am a a-ki-dí-e / ku-nu-ki-a DUMU A-ùr-a-dú-li NU.BÄNDA u.K. kà-sa-ar / Ku-li-a / na-á-a-ku-nu-tí 2 TúG.HI.A SIG5tim DIRI ku-nu-ki-a Rs. 15 Kur-ub-Itar DuMu u-Itar / na-á-a-ku-nu-tí ga-mar-u-nu / a-bu 1 túG qab-li-am ku-nu-ki-a /E-na-na-tum /na-á-a-ku-nu-tí a-hi a-ta / i-hi-id-ma A-ta-a-α / Kù.BABBAR / a-á-qí-lá-ma / Kù.BABBAR 20 sé-bi4-lá-nim 1 i-it-ra-am a a-ki-dí-e ku-nu-ki / a Be-lá-tim me-er-i-tú-ki Su-Ku-bu-um / na-á-a-ki-im / mì-ma sé-bu-lá-tí-a / ù TúG.HI.A / a u-té-bi4-lá-ni na-á-pè-er-ták-<<ku>>-nu /za-ku-tám 25 sé-bi4-lá-nim /a-na U-sur-a-A-ur qi-bi4-ma / a-u-mì / sú-ha-ri-kà / a tù-a-hi-zi-ni um-ma a-na-ku-ma /<<a-na>> ki-ma i-a-tí-ma' 5 ma-na uRuDu li-qi-ma o.K. ù sú-ha-ra-am / wa-i-ri-im 30 um-ma i-it-ma 10 GíN K∪.BABBAR dí-na-ma lá ú-[x-x-x] 1.S. sú-ha-ru-um a-lim / a-pu-tum a-na té-er-tí-a i-hi-id AKT IV, 30 Fund-Nr.: kt o/k 7 Mus.-Nr: AMM 166-7-64 9-10: Albayrak, 3. Kayseri Sempozyumu 38A.13; Lit.: 25",0.966,55,,italian,,"{""processing_time"": 3.719329833984375e-05, ""elements_processed"": 55, ""columns_detected"": 1}"
page_026,26 a-na U-sur-a-A-sùr ù 1 Vs. i-ma-at-Itar qi-bi-ma um-ma I-i-im-Sú-en6-ma a-hi a-ta a-ma-kam 2 túG.HItí a E-na-A-ùr ub-lá-ni 2 TúGba-ti / a Kur-ub-Itar 5 DUMu u-Itar ub-lá-ni 1 TúG a Be-lá-nim DUMU I-dí-Ku-bi4-im / ub-lá-ni 1 1 TUG a E-na-na-tum / ub-lá-ni 1 TúG ni-ib-ra-ra-am / u-Itar DUMU A-hu-ni a Za-al-pá 10 ub-lam 1 túG na-ah-lá-áp-tám a kà-li-tí-ni / Púzur-A-na ub-lam 1 si-it-ra-am a a-ki-dí-e / A-sùr-sú-lu-li DUMU A-ùr-a-dí-li NU.BÄNDA u.K. 15 ub-lam 1 s-it-ra-am a a-ki-dí-e / u-Ku-bu-um Rs. i-ni-i-a-am / a-hu-ú-a a-tù-nu lu / i-na í-im TúG.HI.A / a u-té-bi4-lá-ni 20 lu i-na ba-a-áb-tí-a i-na pá-ni-im-ma Ku.BABBAR 10 GíN é-bi-la-nim-ma e-ni-a /p-té-a a-na Ú-sur-a-A-ùr qí-bi-ma 25 sú-ha-ar-kà / a-lim a-na Ku-sà-tim qú-bi4-ma / a-na-ku dí-tám a a-limki i-na u-té-bu-lim ag-ta-mar / a-tí-i / ki-ma / li-bi4-im / ta-da-nim 30 ma-tí-ma /na-á-pé-er-tí-ki-ma i-lá-kam / a-ha-tí a-t o.K. e-lá-nu-ki' / mì-ma lá i-u Kù.BABBAR 10 GíN i-a qá-ti-ki-ma / sé-bi4-lá-ma 1.S. li-ba-am dí-nim / é-né-en! 35 Púzur-A-na a-na U-sur-a-A-sur <ub-lam> AKT IV,0.968,51,,italian,,"{""processing_time"": 4.7206878662109375e-05, ""elements_processed"": 51, ""columns_detected"": 1}"
page_027,"AKT IV AKT IV, 31 kt o/k 14 Fund-Nr.: Mus.-Nr.: AMM 166-14-64 Vs. um-ma I-me-Sú-en6-ma 1 a-na í-ma-at-Itar qú-bi4-ma 2 1/6 GíN Ku.BABBAR ku-nu-ki-a A-ùr-i-mì-tú DUMU u-Itar na-á-a-kum 5 sál-ma-a-KUM u.K. ùa-t Rs. u-lu-um-ki sé-bi4-li-im u-ma dIM-hu-sà-ni Ku.BABBAR 10 lá i-dí-na-ki-im a-sé-er A-ùr-i-mì-t tá-hi-<<ih>>-u K∪.BABBAR lu-a-á-qú-il5-ma [x]-ra-tum a-tal-[x] 1.S. 15 [x-(x)]-x-ni-A-ur s[é-b]i!-lam AKT IV, 32 kt o/k 3 Fund-Nr.: AMM 166-3-64 Mus.-Nr.: um-ma I--im-Sú-en6-ma 1 Vs. a-na E-na-A-ur ú í-ma-at-Itar qú-bi-ma / na-á-pè-ra-tù-a i-ta-na-lá-kà-ni-ku-nu-tú 5 um-ma a-na-ku-ma dIM-hu-sà-ni sa-ab-ta-ma K∪.BABBAR / a-á-qú-lá-u um-ma dm-hu-sà-ni-ma tup-pu-um / a-ri-iq 10 a-dí / a-lá-ki-a / a-a tup-pì-u lá ta-ra-ga-ma-su-um 27",0.976,53,,italian,,"{""processing_time"": 3.170967102050781e-05, ""elements_processed"": 53, ""columns_detected"": 1}"
page_028,"28 a-na I-ku-pì-a u.K. DUMU-a sa-lá-mì-im Rs. 15 ra-bi4-s-u ú-a-hi-za-ni um-ma u-ut-ma 2 GíN Ku.BABBAR / u-ma / ih-ta-a-ah dí-u-um 2 GÍN KU.BABBAR a-dí-in-ma / ú na-á-pè-er-tám 20 a I-ku-pì-a ub-lá-u a-ha-ma tup-pá-am a Lá-qé-pì-im a i-be / a dIM-hu-sà-<ni> a-na a-pá-ar-tim ú-kà-l[u] 3 GÍN K∪.BABBAR á-qú-ul-ma 25 ú-é-sí-a-u /tup-pá-am u-a-t ú na-á-pè-er-tum? a I-ku-pì-a i-na ta-ma-lá-ki-a e-lá-nu-[ma] o.K. [i]-ba-i-ú /pu-ut-ra-ma 30 E-li-a '-ma-tim 5 GíN Ku.BABBAR / lú-dí-na-ku-nu-t 1.S. a-na a-wa-tim a-ni-a-tim A-ur-ba-ni DUMU [x x x] i-ib-u AKT IV, 33 kt o/k 2 Fund-Nr.: AMM 166-2-64 Mus.-Nr.: um-ma I-dí-Ku-bu-um-ma 1 Vs. a-na I-dí-Ku-bi-im ù-lí-i-tí-kál a-na I-dí-Ku-bi4-im qú-bi-ma i-nu-mú a-na-kam Kù.BABBAR 10 ma-na ta-hi-ib-lá-ni-ma 5 tup-pá-kà al-pu-tù a-ha-ma 3 ur-de8-e 40 ma-na urudu ma-sí-a-am ù 2i-ta kà-ar-pá-at a-lá-ni ta-[hi]-ib-lam Ku.BABBAR a tup-pi-kà ù 40 ma-na uRudu ma-sí-[am] 10 a-na A-bi-A-nim / ta-dí-in AKT IV",0.973,53,,italian,,"{""processing_time"": 3.24249267578125e-05, ""elements_processed"": 53, ""columns_detected"": 1}"
page_029,"AKT IV a-na 3 ur-de8-e I-ku-pì-A-ur ta-pu-ul / i-tí I-ku-pì-A-<ur> u.K. lá ta-na-me-er-ma ur-deg-e lá ta-tí-dú-u-um 15 Rs. me-er-i a-ta /i-tù ur-deg-e tù-kà-lu / u4-mu-ú im-tí-du Kù.BABBAR / ú sí-ba-<sú> a-na DINGIR-i-tí-−[kál] dí-ma ù a-na-ku / i-hu-bu-ul [a]-bi-kà Kù.BABBAR ù sí-ba-sú im-tí-i-id 20 [a-w]a -at -kà sa-ba-tám a-le-e [a]-dí me-er-e / Qá-ta-tim / i-hi-id [a]-ma-lá a-wa-tum ga-am-ra-at-ni [síG].H1.A / da-mì-iq a-dí-u-nu i-tù ITU.5.<KAM> / a-wa-sú-nu 25 gam-ra-at / i-na a-wa-tim GUD.HI.A ma-ar-ú-um qi-bi4-ma o.K. a-dú−[u-nu] 2 ANE.HI.A / a-dú Hu-ra-ma dí-ma / síG.HI.A li-i-ú 30 AKT IV, 34 kt o/k 6 Fund-Nr.: AMM 166-6-64 Mus.-Nr.: a-na ál-ma-A-sùr Vs. 1 E-na-na-at-A-ur ù LUGAL-dIM qú-bi-ma um-ma A-sùr-ba-ni-ma a-na LUGAL-dIM qí-bi4-ma 5 mì-nam e-pu-u-kà-ma pu-úz-ra-am i-pá-ni-a ta-as-ba-at-ma /a-mì-a-am ta-ta-lá-ak i-na e-lá-at / a-he-e-a /ù sú-ha-ri-a 10 a-na ni-ú-im ta-á-ták-na-a-ni ta-al-tám-nim 11 GÍN K∪.BABBAR bé-ú-lá-tí-kà a tup-pí-kà / a-ha-ma 29",0.971,51,,italian,,"{""processing_time"": 3.0517578125e-05, ""elements_processed"": 51, ""columns_detected"": 1}"
page_030,"30 10 GÍN KU.BABBAR IGI A-ur-ma-lik u.K. 15 DUMU A-ur-dUTUi a-na Rs. bé-a-li-im a-dí-na-ku-um-ma i-tù / Té-ga-ra-ma i-tù-a-ri-kà Kù.BABBAR -im-tám / tù-ta-ra-am i-tù MU.3.È K∪.BABBARpì 20 ta-ma-kà-ar 6 1/2 GíN Ku.BABBAR IGI DINGIR-ma-lik DUMU A-de8-lá-at IGI Ur-da-nim / ù Ú-na-áp-é a-dú-na-ku-um 5 GíN Kù.BABBAR 25 sà-ha-ar-tum / i-li-bi-kà a-na a ki-ma i-a-t q-bi4-ma SUNIGIN 1/3 mα-nα 1 1/2 GÍN KU.BABBAR ú í-a-ma-tí-u a i-tù MU.3.È ú 11 11 GíN K∪.BABBAR a bé-ú-lá-tí-u ni-is-ha-sú DIRI / i-mì-ma 30 na-á-ú / ki-ma / i-a-tí mì-sí-a-ma sa-áb-ta-ma / li-qé-a u-ma o.K. mì-ma i-na-ke-er Ku.BABBAR li-qé-a-ma 1 ma-na-um 1 ma-na ki-ma i-a-tí /ru-ta-ki-<<ib>>-sú li-li-kam-ma 35 1.S. i-i-bi4-a / lá ku-un-ma Kù.BABBAR.pi lá-al-qé a-na be-ú-lá-tí-u / mì-ma / lá ù-kà-al AKT IV, 35a kt o/k 13/a Fund-Nr.: AMM 166-13-64/a Mus.-Nr.: Hülle zu 35/b Anm.: (Siegelabr.) Vs. a-na E-na-na-tá-A-ùr 1 KIIB Ku-sá-tim (Siegelabr.) (Rest abgebr.) AKT IV",0.974,48,,italian,,"{""processing_time"": 4.4345855712890625e-05, ""elements_processed"": 48, ""columns_detected"": 1}"
page_031,"AKT IV AKT IV, 35/b kt o/k 13/a Fund-Nr.: Mus.-Nr.: AMM 166-13-64/b 1-11: Albayrak, 3. Kayseri Sempozyumu 38A.21; Lit.: Tafel zu 35/a Anm.: a-na E-na-na-tá-A-ùr Vs. 1 qí-bi-ma um-ma Ku-sá-tum-ma a-hi a-ta a-na-kam i-na a-ha-tí-a / ma-ma-an lá-u a-hi-i É nu-a-im e-zi-ba-ni 5 ma-ma-an i-a-ha-tí-a lá-u a-pu-tum /am-tám i-hi-id-ma i-té-e pá-ni-e-ma a-li-ki-im li-ir-de8-ú-ni-ma <<a-á-ta-na-me-ma>> a-na-kam /mu-tí-i sú-ha-ra-am 10 ma-ma-an i-a-ha-tí-a lá-u su-ma a-u-mì gam-ri-im'i-té-e ma-ma-an Ku.BABBAR lí-qé-a-ma a-na gam-ri-a kà-i-lá a-na-ku 15 u.K. i-té-e pá-ni-e-ma a-li-<ki>-im Kù.BABBAR ú-é-ba-lá-ku-nu-<tí> Rs. a-ma-kam u-ma a-hi a-ta 20 u-ma su-nu / lá i-na-hi-du a-hi a-ta / tup-pé-e ú ú-nutám a-ar ta-li-ku a-ta é-sí-u-nu/ a-na-kam / qá-áb-li-tám sa Su-I-ha-ra al-qé 25 a-ma-kam qá-áb-li-tám a ta-as-kà-ri-ni-im a-é-ni-u kà-sà-tim a Um-mì= I-ha-ra tù-kà-al /a-ma-kam kà-sà-tim i-té-ni-ú-tim 30 dam-qú-tim li-sú-uq-ma ú qá-áb-li-tám ú kà-sa-tim a-na Su-I-ha-ra dí-na 31",0.984,54,,italian,,"{""processing_time"": 3.24249267578125e-05, ""elements_processed"": 54, ""columns_detected"": 1}"
page_032,"32 AKT IV, 36 kt o/k 16 Fund-Nr.: Mus.-Nr. AMM 166-16-64 a-a dM-hu-Vs. 1 ù E-na-[n]a-tim [q1]-bi-ma um-ma A-ur-e-nam-ma a-na E-na-na-tim qi-bi4-ma / ki-ma a-wi-lim 5 lam-nim / té-pu-ù pu-[ru]-i ta-á-ku-un ki-ma / a-hi-[im ú eb-ri-im] u.K. a-da-ga-[al-kà x x] ù ú-sa-ma-−[x x x] 10 NB: nach Foto! Rs. a-ta li-lu-tá[m x x (x)] té-pu-u a-hi a-ta ki-ma na-á-pár-tí ta-á-me'-a-ni i-t 15 a-li-ki-im pá-ni-e-ma té-er-ta-kà a-sé-ri-a ú a-sé-er ub-ri-kà li-li-kam-ma 2 e-ma-ri li-dí-nam-ma 20 qú-ul-qú-li-a li-[]-ú a-[u]-mì 1.S. ki-a-am / u-ba-ku AKT IV, 37 kt o/k 17 Fund-Nr.: AMM 166-17-64 Mus.-Nr.: 18-22: Albayrak 4. Kayseri Semposionu; Lit.: um-ma A-mur-DINGIR-ma Vs. 1 a-na E-na-na-tim qi-bi-ma 1 1/3 ma-na KU.BABBAR a li-bi-i Na-ki-li-et u-ma 5 tù-a-á-qú-il5 té-er-ta-kà AKT IV",0.978,55,,italian,,"{""processing_time"": 3.7670135498046875e-05, ""elements_processed"": 55, ""columns_detected"": 1}"
page_033,"AKT IV i-tí a-li-ki-im pá-nim-ma li-li-kam u-ma a-dí-ni lá tù-a-á-qi-[il5] a-hi a-ta i-hi-id-ma 10 u.K. a-á-qí-il5-u-ma i-na ku-nu-ki-u Rs. li-ik-nu-u[k-ma] Ku.BABBAR / i-na a-lá-[ki-a] ú-ma-ar Ku.BABBAR / 15 lu er-su-ú / i-na a-[lá-ki-a] a-ma-kam ú-ma-kál lá a-bi-a-at 1/2 sìLA ì.GI sà-ar-dam 1/2 sìLA kà-mu-ni 10 ma-na ì.GI a hu-zi-ri-im 20 i-tí pá-nim-ma sé-bi-lam o.K. e-ma-sa-am 1.S. ú zu-zi-a sú-ha-ru-um DUMu En-um-A-ur na-á-a-kum 25 AKT IV, 38 kt o/k 10b Fund-Nr.: AMM 166-10-64/b Mus.-Nr.: um-ma Pu-zu-ta-a-ma 1 Vs. a-na A-mur-DINGIR ú A-ur-ba-ni qí-bi-ma a-ma-kam e-ku-nu i-sé-er su-ha-ri 5 li-li-ik ú u-ma ma-ma-an u.K. u-mìi-za-kàr ú-za-an su-ha-ri pí-té-a ú ra-bi4-sa-am 10 Rs. a-na A-sur-ma-su-e DUMU A-ta-ta ah-za-nim 33",0.981,54,,italian,,"{""processing_time"": 3.266334533691406e-05, ""elements_processed"": 54, ""columns_detected"": 1}"
page_034,"34 AKT IV, 39 kt o/k 19 Fund-Nr.: AMM 166-19-64 Mus.-Nr.: Vs. um-ma A-sur-e-nam-ma 1 a-na A-lá-hi-im ú Um-mì-I-ha-ra qí-bi-ma / a-na-kam í-mu-um kà-s-ma pí-ri-kà-num 10 ú 20 5 a tám-<kà>-ri-im a <ú>-sé-ri-bu-ni a-na u4-mì-im a-dí-u-nu-ma u.K. 10 a-na ma-tim ú-é-ri-bu-u-nu-ma su-nu-t ú-qá-a / a-dí / 5 u4-mì-im /a-da-gal-u-<nu> i-ma-qú-tù-nim-ma 15 a-ta-be-a-ma a-ta-lá-kam a-hi a-ta lá ta-ra-sál-ma-ku 1.S. 20 AKT IV, 40 kt o/k 20 Fund-Nr.: AMM 166-20-64 Mus.-Nr.: Vs. a-na tám-kà-ri-im 1 ú I-u-hi-im qí-bi-ma um-ma ¯Su-I-ha-ra mì-ma? a-na i-im 5 pì-ri-kà-ni-ku-nu a-na Ku.BABBAR lá ta=si-[a] e-ma-ri / kà-[sa-ri-a] sé-ri-a-ni-ma [x]-[. . . u.K. 10 AKT IV",0.978,55,,italian,,"{""processing_time"": 3.24249267578125e-05, ""elements_processed"": 55, ""columns_detected"": 1}"
page_035,"AKT IV lá as-[. . . Rs. a-hu--a bé-lu [ú-a] a-tù-nu ú a-dí x-[. . . a A-ur-ma-lik Ku.BABBAR á§-qú-[ul] a-na-kam um-ma a-na-[ku]-ma 15 tup-pá-kà nu-é-s-a-ma a-na 1/3 ma-na AN.NA né-pu-ul um-ma u-ut-ma ú í-im 1/3 ma-na AN.NA o.K. 20 a-da-an-ma 1.S. i-tí et-li-im lá u-ta-lá-ma-ni AKT IV, 41 Fund-Nr.: kt o/k 25 Mus.-Nr.: AMM 166-25-64 Anm.: ungeöffnete Hülle Vs. 1 a-na A-mur-DINGIR DUMU U-sur-a-Itar ù DU10-sú-lá-A-ur (unklare Siegelabr.) K1IB A-na-ah-ìl a-ma-kam DU10-sí-lá-A-ur 5 li-tal-kam-ma (unklare Siegelabr.) a-na-ku le-ti-qám (unklare Siegelabr.) AKT IV, 42 kt o/k 26 Fund-Nr.: AMM 166-26-64 Mus.-Nr.: Partielles Dupl. ist Nr. 43 Anm.: 35",0.971,48,,italian,,"{""processing_time"": 4.2438507080078125e-05, ""elements_processed"": 48, ""columns_detected"": 1}"
page_036,"36 1 um-ma Púzur-A-na-ma a-na Vs. En-na-A-ur Tu-ma Ni-wa-ah-[u-ar] <<ù Ni-wa-ah-u-ar>> a-na Ni-wa-ah-u-ar am-tí-u qí-bi4-ma 2 i-i[t-ri] a Za-al-pá 5 A-na-ah-[DINGIR] 5 ma-na SíG.HI.A Sú-sà-num [1 s]í-it-ra-am [A]-gi5-a-a [1 GíN] Kù.BABBAR Kur-ub-Itar [sú-ha]-r[u-um s]a A-ta-ta 10 [x ma-n]a síG.HI.A Ku-lá u.K. [x m]a-na sa-ar-dam Rs. [¯u]-ma-bi4-a eb-lam []a tí-na-tim ú pá-na-ra-am [En]-na-A-ur m-ma a-nim ku-nu-ki-a 15 [ub]-lu-ni-ki-im ú mì-num sa ki-ma u-ul-mì-ki ú u-lu-um sú-ùh-ri-im a-pá-ri-im a-na a-li-ki-im-ma ta-d[a-ga]l-<<ni>> u[m-ma a]-ta-ma mi-[u]-um u-ta-hi-ra-a[m x (x)]-e-hi-zi 20 sa-na-at ú 2 [a-n]a-tim a-na mu-tí-i-na lá u-[ta]-a-r[a]-ma da-an i-lu-a ù Itar lu i-de8-ú-[ni] a-na a-wa-tí-u a-ni-a-tim o.K. 25 a-na E-na-A-ur qú-bi4-ma 1 1/2 GíN Ku.BABBAR Tù-ma li-dú-na-kum-ma a-[. . . 1.S. ú-ra-bu-ú Ku.BABBAR [. . . AKT IV, 43 kt o/k 29 Fund-Nr.: AMM 166-29-64 Mus.-Nr.: part. Duplikat Nr. 42 Anm.: um-ma Púzur-A-na-ma a-na Vs. 1 Ku-ra-ra ú Ni-wa-ah-u-ar a-na Ni-wa-ah-u-ar qi-bi4-ma 2 si-it-ri a Za-al-pá AKT IV NB: Z. 19-22 sfs.; Foto?",0.979,54,,italian,,"{""processing_time"": 3.504753112792969e-05, ""elements_processed"": 54, ""columns_detected"": 1}"
page_037,"AKT IV ku-nu-ki-a / A-na-ah-ìlí 5 DUMU DU10-sí-lá-A-ur 5 ma-na SíG.HI.A na-ri-ib-tám C Sú-sà-num Dumu dutU-a-bi4 1 si-it-ra-am A-gi5-a-a DUMU Am-ra-a 1 gíN u.K. 10 K∪.BABBAR Kur-ub-Itar Rs. sú-ha-ru-um a A-ta-ta mì-ma a-nim ub-lu-ni-ki-im su-ma ma-ma-an a lá i-dí-na-ki-ni 15 i-ba- Ku-ra-ra li-is-ba-sú Ku.BABBAR lu-a-á-qí-il5-u-ma li-dá-na-ki-im Ku.BABBAR i-qá-tí-<a> lá-u-ma lá ú-é-bi4-lam sá-ra-tim a-Ku.BABBAR 20 o.K. a-da-ma a-na u4-me-e 1.S. a-ma-kam wa-á-ba-ku AKT IV, 44 kt o/k 28 Fund-Nr.: AMM 166-28-64 Mus.-Nr.: [a-na A-ùr]-ma-lik 1 Vs. [¯a-ma-a ú I-ar-Ku-bi4 u]m-ma A-ùr-e-mu-qí-ma a-na A-ùr-ma-lik qi-bi4-ma 16 GÍN K∪.BABBAR ú-im 5 sú-ba-tí-im / i-tù ITU.5.KAM i-li-bi4-kà a-dí-ma um-ma a-ta-ma i-t pá-ni-e-ma ú-é-ba-lá-ku-um 10 a-hi a-ta i-a-am-u.K. tup-pì-i / ta-a-me-ú 16 GíN Ku.BABBAR a-na a ki-ma Rs. i-a-t u-qú-ul-ma 37",0.962,54,,italian,,"{""processing_time"": 3.218650817871094e-05, ""elements_processed"": 54, ""columns_detected"": 1}"
page_038,"38 i-tí pá-ni-e-ma 15 lu-é-bi-lu-ni-im a-na a-ma-a ú I-ar-Ku-bi4 qi-bi4-ma a-[hu]−a / be-lu-a / a-tù-nu i-[ih-d]a-ma Ku.BABBAR 20 [¯a-á-qi-la]-ma...]-ma...]-té-ri.. .] KU.BABBAR 25. . . A]-sùr-ma-lik o.K....]-a 1.S. ú u-a-tí / a-[á-qí-lá-ma] sé-bi4-lá-ni-i[m] AKT IV, 45 Fund-Nr.: kt o/k 30 Mus.-Nr.: AMM 166-30-64 Albayrak, V. UHKB 22; Lit.: 1-4, 20-25: Albayrak, ArAn 4, 18f.; a-na Ú-sú-ur-a-Itar qi-bi4-ma Vs. 1 um-ma I-dí-A-sur-ma A-kà-tí-a me-[ta]-at K∪.BABBAR 1 ma-na h[u-b]u-lá-am té-zi-<ba>-[ku]-um 5 sí-pá-ru /a-na a-áp-ra-tim na-du / sí-[pá-ru] a Lá-ma-sa-tim 1 GíN lá i-ba-s[]-ú [a]-na a-ap-ra-tim / a-d[u′] [a]-na-kam! a ki-ma E-lá / i-bu-lu-ut 10 A-kà-tí-a / i-li-ku-nim-ma Puzur4-ì-lú ú-[a]-hi-sú-nu i-tù-ru-ma i-tù A-kà-t-a u.K. me-ta-at-ni / i-li-ku-nim nu-a-hi-sú-nu a-wi-lu sa-ak-sú / u-ma lá ta-li-kam 15 Rs. qú-lá-lu É a-bi-ni i-a-ku-nu a-wi-lu-um lá da-am-qú-um /ú-mu-um É a-bi-ni e-ma-ar AKT IV NB: sfs.",0.962,56,,italian,,"{""processing_time"": 3.266334533691406e-05, ""elements_processed"": 56, ""columns_detected"": 1}"
page_039,"AKT IV Lá-ma-sà-tum i-na Ébé-tí-kà 20 ta-ta-a-ab um-ma si-it-ma i-na i-ma-tim a-ha-tum / a-ha-at / ta-bé-el ú i-ma-tim /a-pá-ta-im 25 ta-za-az / u-ma / lá ta-li-kam qú-lá-lu É a-bi-ni i-a-ku-nu a-ta ma-lá-kà / a-dí / a DUMU o.K. ì-lí-a-lim / lu tup-pá-am il5-qé lu i-bé-e a-na ba-ab DINGIR<lu>-im 30 ú-é-ri-id uz-ni 1.S. pí-té ta-ah-si-is-tám a U-sà-nim ú ta-pá-e-u / lu a-sú-ra-at AKT IV, 46 kt o/k 31 Fund-Nr.: AMM 166-31-64 Mus.-Nr.: [a-n]a I-ar-Ku-bi Vs. 1 u [H]u-ra-sa-nim qí-bi4-ma um-ma E-nam-A-sùr-ma 1/3 ma-na 5 GÍN K∪.BABBAR a a-na-kam a-dí-na-ku-ni 5 um-ma a-ta-ma 5 GíN Kù.BABBAR i-t U-ta-lá é-bi4-lá-ma 1/2 ma-na Ku.BABBAR li-im-lá 4 GÍN KU.BABBAR a-na Púzur-Itar a-dí-in-ma u.K. 10 a-na i-mì-im (Ras.) Rs. u-ra-dí a−[hu]-a a-tù-nu i-[hi-d]a-ma i-ma-am a KU.BABBAR 1/2 GíN ba-lá-tí-a a-ma-nim 15 39",0.967,48,,italian,,"{""processing_time"": 4.57763671875e-05, ""elements_processed"": 48, ""columns_detected"": 1}"
page_040,"40 AKT IV, 47 kt o/k 32 Fund-Nr.: Mus.-Nr.: AMM 166-32-64 Vs. a-na Pá-pá-lá 1 qí-bi-ma um-ma I-na-ar ù Tù-ut-hi-li-a-ma 11/2 ma-na 5 ni-ga-li a e-zi-ba-[ku-ni] u.K. sé-bi-lá-u-nu'Rs. a-na Sa-ri-a 10 lá tù-na-hi-id um-ma a-ta-ma al-kam-ma wa-ra-ad-kà 15 tù-ru-ú um-ma su-ut-ma ú-qá-a-ma a-lá-ak AKT IV, 48 kt o/k 33 Fund-Nr.: Mus.-Nr.: AMM 166-33-64 um-ma Ú-sà-num 1 Vs. U-sur-i-Itar Ku-ra-ra ù Su-A-num-ma a-na I-ku-pì-a qú-bi-ma a-na-kam Puzur4-A-na 5 um-ma u-ut-ma ú-ul Ku.BABBAR li-zi-iz sí-ib-tám lá i-ma-id! ù-ul li-qé-a 12 ma-nα 12[+x] 1/4 GíN Ku.BABBAR qá-du-um sí-ib-tí-u ù-ru-ba-tí-u 10 áb-num ni-il5-qé-ma [x]-pu-u-ni AKT IV",0.983,52,,italian,,"{""processing_time"": 4.482269287109375e-05, ""elements_processed"": 52, ""columns_detected"": 1}"
page_041,"AKT IV Sà.BA 1/2 ma-nα 2 1/4 GíN Kù.BABBAR a-na DUMu Im-dú-lim ni-dí-in u.K. 10 GÍN KU.BABBAR a-na a-wi-[il5]-tim ni-dú-in 15 1/3 ma-na 8 GíN Rs. a-a-du-a-tim [nu]-ra-dí [x GíN] Kù.BABBAR u!?-A-nim ni-dí-in []í-tá Ku.BABBAR 11 ma-na Ku.BABBAR 20 ni-is-ha-sú ú-lá DIRI sa-du-a-sú a-bu 13 1/2 ma-na KU.BABBAR ù 13 1/2 <GíN> Kù.GI Ú-sà-num i-dú-ni-a-tú a-du-a-tám 25 lá i-dí-in-ni-a-tá a-na / hu-lu-q[á]-i-u ú-sa-he-er 13 ma-na Ku.BABBAR u 1/2 ma-na 1 1/2 GíN Ku.GI zu−[x]-miì-[x] UNIGIN 40 1/2 ma-na KU.BABBAR ù h1/3 ma-na 5 GíN Kù.GI 30 3 ri-ik-su 1 ma-na 15 GíN a-na Lá-ma-s 8 GÍN K∪.BABBAR a-na ku-um-ri-im sa dIM mì-ma a-nim a-na 35 Rs. Lá-qé-pí-i[m x-t]ù-a ir-[x x x x x x] a ki−[x] (Rest. abgebr.) AKT IV, 49 Fund-Nr.: kt o/k 35 Mus.-Nr.: AMM 166-35-64 Vs. a-na Lá-ma-s 1 ú A-zu-ul-kà' qú-bi=ma um-ma Ma-num= ba-lúm-A-sùr-ma mì-nam a-ma-kam' za-lá-tim 5 41 NB: AKT Ba-a-nim",0.969,51,,italian,,"{""processing_time"": 3.0279159545898438e-05, ""elements_processed"": 51, ""columns_detected"": 1}"
