pdf_name,page_no,akkadian_text,translation,confidence,status
Veenhof_1994a_JEOL33_schoneveld_collection.pdf,2,"the writing SnKURii-lí in TCL 1,83:5).","136
Sippar).",0.9000,OK
Veenhof_1994a_JEOL33_schoneveld_collection.pdf,2,"Text 18
Measurements: 54 x 26 x 16 mm
Provenance: Uruk?
Date: unknown (possibly ca. 530 B.C.)
Obv. IM PKI-dAG-TIN a-na
PNi-qu-du AD-ía
dAG u AMAR.UTU u-lum
u TIN á AD-ía liq-bu-ú
ú-hi-nu á PdAG-GIN-A
5.
á a-na PTIN-su taq-bu- ú
um-ma DUMU ip-ri it-'ti
PIna-sùH-UR u-pu-ru
DUMU ip-ri it-ti-ú
ki-i il-li-ku
10.
ha-sa-ri i-te-pu-us
úNU.gi§KIRI6.ME ul i-man-gur!
um-ma ú-il-tim-ME
i-bi-in-na-a-ú
pdAG-ku-sur-an-ni
15.
it-te4-ru-ú
Edge ù Túg.KUR.RA-ú
""it'-ta-"" u-u'
Rev. ki-i i-al-li-[mu]
20.
1-en u4-mu al-kam-[ma]
a-di lib-bi ni-il-li-ki”
za-a-nu-ú Zú.LUM.MA
i-na-ak-ka-as-su-ma
si-bu<-ti>-ka ul ta-ka-ad
25.
 a-na UGU PIna-SUH-UR
i-qab-bi-ka um-ma
PIna-SùH-UR ri-i-qu
mi-nu-ú ki-i ta-na-á-a
dAG a-ki-i pi-i-ú
1) I am indebted to Dr. G. van Driel (Leiden) and Dr. M. Jursa (Vienna), who contributed — as
always — valuable suggestions.",CUNEIFORM TABLETS OF THE SCHONEVELD COLLECTION,0.4549,OK
AKT 7a.pdf,282,"3 ma-na KÔBABBAR
܈a-ru-pá-am i-܈é-er
A-šùr-SIPA DUMU x[-x-x-]a
A-šùr-SIPA DUMU [Puzur4]-Ištar
5. i-ãuLã-tù
ha-mu-uã-[tim]
ãD$-šùr-na-da
a-na 3 ha-am-ša-tim
K. i-ša-qal
10. ãu-mDODLã-qúl
A.y.  GÒ 8R8D8 SIG5
i-[ša-qa]Oãu-ma
i[-na u4-m]ì-ãuKÔBABBAR
Lã-[t]a-qal a-na ma-lá
15. u4-m[u]-ãuH-te-qú-ni
a-na ܈í-ib-ti7-ãu
A-šùr-SIPA i-šé-e-ãu","250                                      S. BAYRAM-R K8Z8OĞL8
Notlar:",0.9000,OK
"Kryszeń, Adam - A Historical Geography of the Hittite Heartland, 2016.pdf",185,"11. [KUR
12. [ (KUR Ip-pa-a-a-na-ma) da]n-na-at-ta-an e-e-ta
URU
13. [ p(a-ra-a I-NA KUR","350
5. More than Two Days from Hattua?",0.9000,OK
Gökcek_2004_ArAn 7-1_Asur ticaret.pdf,9,KU.BABBAR a-na E-ni-i-ru i-a-q[ú]-lu,çiviyazil kaynaklarda huzirum,0.9000,OK
Gökcek_2004_ArAn 7-1_Asur ticaret.pdf,9,"ortadadir. Bu hayvanlarin haricinde, beslenme ve geçinme amaciyla
kullanlan farkl türlerde hayvanlarin da olduu muhakkaktir. Meselá,",..ANADOLU'DA HAYVANCILIK VE HAYVAN TICARETI,0.9000,OK
Gökcek_2004_ArAn 7-1_Asur ticaret.pdf,9,"kelimesinden hareketle, Anadolu'da aricilik
faaliyetinin de olduu söylenebilir. Pilah-Itar arivine ait 88/k 298
no'lu metinde ise, üç adet balik ai, kendisine gönderilen bir takim
emtia arasinda sayilmtr. um eklinde yalnizca burada geçen
, Anadolu insaninin baliktan faydalandina dair önemli bir
kanit olabilir. Ancak, (dier dönem çiviyazili kaynaklarda) KU6 ve
bunun Akadca karilii olan nnum, imdiye kadar yayimlanm olan
Sonuç olarak, Koloni Dönemi Anadolu'sunda, yerli ahalinin,
hayvan ve hayvansal ürünlerden gerek zirai, gerek beslenme, gerekse
geçinme bakimndan büyük ölçüde faydaland1 anlailmaktadr.
Belgelerde tespit ettiimiz üzere, ticareti yapilan hayvanlar içerisinde
koyun ve bu neviden küçükba hayvanlarn önemli bir yeri
bulunmaktadir. Bu dönem ticaretinde temel emtia olan kumalarn
üretimi, koyun yetitiriciliini zaruri bir hale getirmi ve Anadolu
...hu-zi-ri a Pè-er-wa u Mu-lá a-a-sú a-na E-ni-i-ru i-di-nu-ni KU BABBAR i-
im hu-zi-ri-u-nu Pè-er-wa u Mu-lá a-a-sú a-bu-ú a-na u-mì hu-zi-ri u i-mi-u
Pè-er-wa ù Mu-lá a-a-sú a-na E-ni-i-ru lá i-tù-ru u-ma i-tù-ru 1 ma-na
Belgenin 9. satirnda é-u eklinde geçen kelimenin anlami için bkz. AHw:","olarak geçen domuzlarin,
Anadolu'da besicilii ve ticareti yapilan hayvanlardan olduu
anlailmaktadir. Bu konuda, BIN 6, 84, TC 2, 47 ve CCT 5, 26a no'lu
belgeler, örnek olarak gösterilebilir. Aur-muttabbil, Karunuwa ve
muhtemelen onun karisi olan Kunania adl yerli ahislara yazm
olduu BIN 6, 84 no'lu mektubunda126, domuzlarin imanlamad11
takdirde satilmasi, simanlamaktalar ise, kalmasi talebini iletirken,
Aur-nd'nn, yerli bir bayan olan iahuar'a gönderdii TC 2,
47'de, 55 mana airliktaki domuz yainin sat1 söz konusudur.127
CCT 5, 26a ise, yine Anadolu'lu ahslar olan Peruwa, Mula ve
Mula'nin karisina ait domuzlarin, Eniru'ya verilmesi ile ilgili bir
sati sözlemesidir. Belgede ayrica, satii yapan ahislarin sattan
vazgeçmesi durumunda, 1 mana gümüü Eniru'ya vermesi karara
Yine bazi belgelerde geçen ve ""bal"" olarak",0.9000,OK
"Michel, Cécile - Innāya dans les Tablettes Paléo-Assyriennes I, Analyse. ERC 1, 1991.pdf",32,"le scribe s'est contenté du seul nom du témoin17.
un nom identique 105, 26-28 :
dNoms bisexués","30
perdues.
du document16.
l'un des homonymes.",0.5521,OK
"Barjamovic, Gojko - A Historical Geography of Anatolia in the Old Assyrian Colony Period. CNIP 38, 2011.pdf",176,"Then Ali-abum and Puzur-Assur returned into the Heartland to convert the remainder of the silver and gold. They will come back in five days, and then I will send Puzur-Assur to you, so that he may inform you about the case. Here Hanunu and Sahaya are saying that: 'Although their efforts have obtained no asium in the Heartland itself, then asium may be found right in the vicinity. Send the silver and the gold (to us), so that we may buy the asium and send it to the investor. Assur-samsi, [who is the friend of Ha]nunu, will [ ... ] the Huramean (king), and [no] asium should be allowed to enter Luhuzattiya. God forbid, he must not give any asium to the Luhuzattiyan (king), so as not to anger the investor'. 544
The reason why Luhuzattiya should be avoided is made clear from a statement in another related letter:
The man (the investor) has promised the palace a lot of asium, so write a message that neither your letter(s) nor the asium should be sent via Luhuzattiya. 545
The combined evidence of CCT 2, 48 and ICK 1,1 implies that Puzur-Assur and Ali-abum had succeeded in obtaining a tiny amount of amiitum on their second run into Hattum, whereas the supplies Hanunu and Sahaya had thought would be available in the vicinity of Hattum proved inaccessible. ICK 1,1 shows that the amiitum bought by Puzur-Assur and Ali-abum was entrusted to Sahaya in Luhuzattiya. He brought it to Hurama and deposited it in the house of an affiliated trader. Later Sahaya left Hurama and went to Kanes; where he, according to the testimony, deceived his ailing investor into believing that he had paid 8 shekels of gold in the palace ofKussara on behalf of Ali-abum. Regardless of the veracity in Sahaya 's claim, the debt that Ali-abum had incurred in Kussara on behalf of the partnership should probably be linked with the 15 1/2 shekels of amiitum that he and Puzur-Assur had managed to procure. IfAli-abum's purchase and his debt in Kussara are related, then Nashefappears to be correct in his claim that Kussara was considered a part of Hattum. Given that Kanes itself was located close to the Kizihrmak River, which marked the fron- tier between Kanes and Hattum according to Dercksen, it is odd that the members of the partnership would travel east and north from Kanes via Hurama and Luhuzattiya in order to enter Hattum. If Hattum was a less precise geographical term that included also some of the region east of the K1Z1hrmak, then this would explain both the records that distinguish Hat- tum from Kanes, Wahsusana and Purushaddum, and the strong presence of the cities east of Kanes in the Hattum cluster. An example of the eastern network of routes linking Hahhum, Hurama and Luhuzattiya to Hattum is found in the letters kt 91/k 407 and kt 91/k 290 (cf. also section 4.9):
544. CCT2, 48 (1. 1-37): [a]-na I-na-a qi-bi-ma urn-rna A-sur-re-.~i-ma KU.BABBAR u KU.Gl sa a-na Ha-nu-nu Sa-
ha-a A-ta-bi4-im u Puzur2-A-.§ur a-na a-.§e-e-em sa-a-mi-im ta-di-nu-ma KU.BABBAR u KU.GI a-na li-bi4 rna- tim u-se-ri-bu-ma a-si-a-am qa-su-nu Ia i!f-ba-at-ma 2 ma-na 14 GiN KU .GI A-la-bu-um u Puzur2-A-sur u-se-!fi- u-nim-ma a-na-kamE DUMU um-mi-a-nim Ia sa .§a-ha-tim a-sar sa'-!fu'-ru i-ba-si u [A]-ta-bu-um u Puzur,-A-sur a-na .§i-ti KU .BABBAR [ u KU .G I] ta-u-ri-im [a-na li]-bi4 rna-tim i-tu-ru-u a-di 5 u 4 -me-e i-tu-ru-nim-ma Puzur,- A-.§ur a-se-ri-ka a-ta-ra-dam-rna za-[ku]-sa u-ba-la-kum a-na-kam urn-rna Ha-nu-nu u Sa-ha-ma is-tu-ma i-li-bf
0 ° 4 rna-tim a-si-a-am qa-tum Ia i-.~a-ab-tu-u i-na na-aq-ri-bi4-ma a-.l:i-u-um i-ba-si KU.BABBAR <u> KU.GI [s]e- bi4-il5-ma a-si-a-am [ ni-la-qe-ma a ]-!fe-er a-wi-lim [ nu-.M-ba-al] A-sur-dUTU-Jii [i-ib-ri Ha ]-nu-nu [a-na Hu-ra ]- ma-im [ ma-se]-er-ma [ a-.l:i-um] a-Lu-hu-za'-ti-a [Ia e ]-ra-ab a-su-re-e a-si-a-am [ a-Lu ]-hu-<za> -di-a-e-em e i- di-nu-ma [l]i-bi4 DAM.GAR e im-ra-a.~. (Coli. Larsen). Cf. LANDSBERGER 1950. 545. CCT 2, 43 (I. 21-27): a-wi-lu-um a-na a-si-im ma-di-im a-na e-kal-lim pi-su i-di-in su-pu-ur-ma lu te-er-ta-<ka>
lu a-si-a-ka e-ba-ar Lu-hu-za-ti-a Ia e-ti-i[ q].",159,0.5081,OK
PRU 3 text.pdf,16,"Detail des Arehives Est (état du dégagement 1953). Les Arehives Est étaieat logées dans les pièces 54 a 56 du
rez-de-chaussée et du premier étage, et dans la pièce située au-dessus de Tescalier 53. (Releve de W. FonReR
et P. Pirovrx). [Cf. p. xvu et suiv., ct de plan d'ensemble, pl. I.]","5m.
•369",0.9000,OK
pardee1975a.PDF,6,"The Prepositinm in Ugaritic
The systens uf text reference used here for the Uigaritir texts is esseutinlly that uf Biclard E. Whitaker.
A Coneurdanee of the Uigoritir Literature.5"" Bricfly, it cousists uf Aulrev Hvrdurr's trxt nualer.5"" with: Giur.
shun's text mnuber (U/T) iwluded in pareuthesis whrrever it difiers From Herluer's. For exauyde, 14 (Krt).1.24.
25 meaus £.74, text 14, culomn 1, liues 24-25 = 1/T, Kr4, rudumm 1, lius 24.25: G.146(4.1.18) mvmns (.T4,
text f1, column 1, line 46 = U7', text 49, cohuun 1, liue: 1a. Where ther trxt is mut puhlished by Giurdm, umly
Herduer's uunber is given with its lark in Gorshm's cullertinm iulicutesl hy (): App. I(-).t.14 = (.TA, Apurutix
t (llerhur's Apueubiers F aml 2 ure m pp. 1:l4-3 uf (TA, vd. F; figs. 98.1i in vd. 2). cuhumu 1, line 14.
luversely, where Herduer has mt relited n text, (iurhn's mumber nhuue: is given: E38.I I - 1/T, text EIa.1 1:
2064.15 = U7', text 2b64.15. 1 have ouly varied fruu Whitaker's system where a cumvrution sreus tu bavr hrven
estahlished in umnbering texts puldislud since UT: the texts published in Uguritiva V'5"" are ummbered 6ith, ete.;
thupe jublished as The Claremont Ras Shamra Texts5"" are numberedl 7hl, ety. Tu wuy kuwbrdge, a serirs uf
numhers aerurding tu fiurbon's system has ust yet heen prumsedd bur thr texts pmblishued in Ligaritieu Ft.59
I huve adhupted dhis system hecause, prefereures nsily. it is a lart that nmmg Uigarituhugists uy vlear
cunsenss has heen reached for using sme of thw twu nuain systeus rather thau the other. lu fact. rarh has its
adlvautages: C.T4 has the advantage uf providing the final pubdirutium of the texts exravated at Ras Shamra be.
tweeu l929 aud 1939, aud the further adlvantage uf vlassifying thw texts hugirully ucuriding tu geure; Ginrhm's
system, um the uther haunl, has the advantage of lring uhle tu incurpurate inumrsliately intu its uuolering systean
any luuly uf texts puldishrt nunl is therefure virtually rumuplete at any giveu timne. Fiutil thmt squculyptir shuy
arrives wheu the CT4 appears in its final vulume, Whitaker's system is the lrst cumprumisr.
IL. VERB/PREPOSITRON COMNATHONS
This rhapter pruvides a list uf the verh/urejusitinn cunhinatius attrsted in Higaritie with philudugival
unites aul a chart of serspertives um artion. The iliuus are listed aluhabrtivally urvurling in the verh, aml.
within the eutry jurtaining tu nme verh, aeeurding tu the prepsitim. The rumnu numeral in ruch vutry refers
to the elase uf actius tu which the passages in that cutry are ussigued (n rlurt uf persuertives is given in U/F 8,
1976, aud a discussion uf the uutiun in UF 8, 1976, The liur umnher(s) uf varh text referener iudiratr(s) the
line in wbich the preposition itself is fuuul. An asterisk refers to a phihuhugieal nute in thu: fulluwing sectiun
(pp. 375ss., UF' 8, 197f), also arranged alphabetieally aecurdiug to verh and prejusitim.
56 Corpus dus tablettes vn runeifornues alphabétiques déevuvertes à Ras Shauta-tigarit de 1929 a 1939, 2 vnls.1
Mission de Bas Shanura, vul. 10, Institut Frangais I'Aryhéulugir bhr Beyruuth, Hihliotèpu Areheudngipue et
Historique, vud. 79 (hemceforth £.TA) (l'aris: Imprimerie Natinmale aud Lilrairie Hrirutaliste Paul Geuthner,
Jean Nungaynud et al., Vgaritica V: Nimdeaux textes aecadiens, hvurrites et uguritipurs sles arehines et bi-
bliutèyues privées d'Ugarit: Cummentaires des textes histuriques (prehuière partw). Nissiun he Ras Shamura.
vul. Hf., Institut Fraugais d'Archeuhigie de Beyronth, Bildinteyue Archeuhugique et Hlisturipue, vud. Bt (Paris:
huprinuerie Natiotale aud Librairie Orieutaliste Paud Gieuthurr, (9f8).
s"" Luren R. Fisher, el., The Claremont Kus Shooure Tablets, Aualerta Orirutalia 48 (Itunue: Puntifirinm hustitu-
Maufried Dirtrich aud Oswald Luretz, ""Beschriftrte Laugen- ud Lelrrmulelle aus Figarit,"" Ugoritiea V1,","System of Text Reference
55 Canbrilge: Harvard Uuiversity Press, 1972.
1963).
L5
tun: Bildirun, 1971).",0.5885,OK
"Dercksen, J. G. ed. - Assyria and Beyond, Studies Presented to Mogens Trolle Larsen, FS Larsen. PIHANS 100, 2004 (2).pdf",152,"75 û A-ni-na / 1/2 ma-na KÙ.BABBAR / tal-qé-e ba-a-am I i-na a-limb / a-ha-at-ni / gu5-ba=db-tum a a-hu-û-ni / i-na a-limlu / A-sùr / us-bu a-ma-la / si-ma-at / a-bi4-ni / lu né-pu-us si-ma-at / a-bi4-ni / i-na a-lim'' / a-ta 80 ki-ma / li-bi4-im / ta-da-nim û KÙ.BABBAR 10 GÏN.TA / ta-da-nim-ma / ni-K-a / ba-lu-tim e-sa-ni-ma / a-na gâm-ri-im / i. hu-bu-lim ta-ds-ta-âp-ra-ni l - - is-tù o.K. [a-b]u-ni l me-tù l 10 GiN.TA KÙ.BABBAR 85 a-na ni-si-a / a-na a-lim'' / us-té-bi4-i[l5] is-tù / a-bi4 / a-Kà-ni-is /ili kà ni a-na-ku l a-hi-tam l wa !-âs-ba-ku l a-ta l i-na re-si-su l ta-zi-iz l e-mu-uq l a -bi4-a (ganz enge Zeile, radiert) 1.S. 90 ln-ml-dl / (Ras.) a-na a-wa-tim / a-ni-a-tim / kà-ru-um Kà-ni-is / sa-he-er l GAL i-di-ni-a-ti-ma / KA DINGIR'"""" / IGI GiR sa A-sùr si-bu-ti-ni / ni-di-in IGI I-si-im-S6-en6 / DUMU gal-ma-A-sùr / IGI Dan-A-sùr DUMU A-sùr-is-ti-kâl",288 K. HECKER BEIM TODE UNSERES VATERS ... 289,0.5062,OK
Giacumakis Akkadian of Alalakh Glossary.pdf,7,"herahanniwa - (mng. uncert.; Hurr. word?): 80 u-ra-an-ni hé-ra-ha-an-ni-wa, 437: 4
hetaruhuli s. - (profession or occupation: Hurr. word): awihé-e-ta-ru-hu-li, 148x: 5
(perhaps related to hataru which refers to women's apparel in HSS, v. 1€
Hiari -(month name):Hi-ia-i *6:35.warab Hi-ia-i, 46:8; 46:13; *63:20. warabHi-ic
re-e, *54:33; *61:26; *243:25; *244:3. m Hi-ia-ri-i, *346:2. m Hi-ia-ar-ri","301:3, 16 (translit. only, JCS, 13 (1959), p. 55). awllha-za-an-(mu), *21:19",1.0000,OK
Larsen 1977a_Iraq39_partnerships.pdf,9,"135
54 (14) 2.TA Su-uq-lá-tim (15) ku-nu-ki 5a A-limk1
(16) 23 MA.NA.TA AN.NA (17) 29 TúG.TA ku-ta-ni
(18) ù 2.TA ANE.HI.A (19) qá-tám ni-il5-qé (20) 2‡ TúG
1 ANE (21) i-li-bi, Im-di-DINGIR (22§MA.NA LA 1
GÍN (23) KUG.BABBAR Sa-al-Sa-tim (24) ni-lá-qé (25)
1 MA.NA i-na me-5i-it (26) e-lá-tim! Sa-lim-A-Sùr
Im-di-DINGIR (27) i Pu-Su-ki-in i-ld-qe-ú.",PARTNERSHIPS IN THE OLD ASSYRIAN TRADE,0.4633,OK
Michel_2008_MDarga.pdf,23,"La correspondance des marchands de Kani au début du Ie millénaire av. J.-C., Littératures
""Le lapis-lazuli des Assyriens au début du Ie millénaire av. J.-C."", dans W.H. van Soldt,
J. G. Dercksen, N.J. Kouwenberg et Th. J. Krispijn (éd.), K.R. Veenhof Anniversary Volume,
Old Assyrian Bibliography of Cuneiform Texts, Bullae, Seals and the Results of the Excavations
at Aur, Kültepe/Kani, Acemhöyük, Aliar and Boazköy, Old Assyrian Archives, Studies,
vol. 1, Publications de I'Institut historique-archéologique néerlandais de Stambul, vol. 97, Leiden.
""Deux incantations paléo-assyriennes"", dans J. G. Dercksen (ed.), Assyria and Beyond. Studies
Presented to Mogens Trolle Larsen, PIHANS C, Leiden : 395-420.
""Calculer chez les marchands assyriens du début du IIe millénaire av. J.-C."", site Internet
http://www.dma.ens.fr/culturemath/histoire%o20des%o2Omaths/htm/Michel06/Michel_juinO6.pdf
Tablettes paléo-assyriennes de Kültepe (Kt 9o/k), volume 1, Paris = TPAK 1.
Les lettres d'El Amarna, Littératures anciennes du Proche-Orient, vol. 13, Paris
Cuneiform Mathematical Texts as a Reflection of Everyday Life in Mesopotamia, American
""Acemhöyük kazilar/Excavations at Acemhöyük"", Anatolia 10 : 1-52.
Kültepe-Kani II, Eski Yakindou'nun Ticaret Merkezinde Yeni Aratirmalar, Ankara.
Kültepe Kani/Nea. The earliest international trade center and the oldest capital city of the
Hittites, The Middle Eastern Culture Center in Japan, Istanbul.
""Remains of a Possible Old Assyrian Archive ('0 2') in the 'Schotterhofbau' "", MDOG 121 : 135-138.
""La multiplication babylonienne : la part non écrite du calcul"", Revue d'histoire des
""Numération centésimale de position à Mari"", Florilegium marianum 6, Paris : 513-516.
Tablettes mathématiques de Nippur (Mésopotamie, début du deuxième millénaire avant notre
ère). Première partie. Reconstitution du cursus scolaire, Varia Anatolica XVIII, Paris.
""The Tablet House : A Scribal School in Old Babylonian Nippur"", Revue d'Assyriologie 95 : 39-66.
""More than Metrology : Mathematics Education in an Old Babylonian Scribal School"", dans
J. M. Steel &t A. Imhausen (éd.), Under One Sky, Astronomy and Mathematics in the Ancient
Near East, Alter Orient und Altes Testament, Bd. 297, Münster : 325-365.
Per aspera ad astra, Mesopotamian History and Environment, Series III : Texts, 3, Ghent.
""Texts, Tablets and Teaching. Scribal Education in Nippur and Ur"", Expedition 40/2, 1998 : 40-50.
""Sprachbarrieren und ihre überwindung : Translatorisches Handeln im alten Orient"",
Compte-rendu de la 44® Rencontre Assyriologique Internationale, Padova : 163-169.
""Sargon of Agade and his Successors in Anatolia"", SMEA 42 : 133-159.
Aspects of the Old Assyrian Trade and its Terminology, Studia et Documenta ad Iura Orientis
""A Deed of Manumission and Adoption from the Later old Assyrian Period"", dans G. van Driel
et alii (éd.), Zikir umim. Assyriological Studies Presented to F. R. Kraus on the Occasion of his","anciennes du Proche-Orient, vol. 19, Paris.
Leiden : 341-359.
CultureMaths (site expert ENS/DESCO - Juin 2006) :
Oriental Series, vol. 75, New Haven.
mathématiques 6 : 293-303.
Antiqui Pertinentia, vol. 10, Leiden.
Seventieth Birthday, Leiden : 359-385.",0.6103,OK
NABU (missing 1999 no.2).pdf,403,"pas précisé : mais l'exercice de la royauté ne peut avoir pour cadre que Babylone. On constate d'ailleurs a
contrario que le lieu de la résidence d'agrément qu'Ammiditana se fit construire quelques années plus tard est
difficile de répondre. Il s'agit d'abord de savoir ce que représentent ces travaux : la construction d'un bâtiment
distinct, ou un réaménagement du palais royal antérieur? La rhétorique de l'époque ne distingue en effet jamais
entre construction et reconstruction. Dans le deuxième cas, il faudrait savoir ce qui a rendu ces travaux
nécessaires. On peut penser à la vétusté de l'ancien palais : si l'on considère qu'il existait depuis les débuts de
la dynastie, il aurait alors eu près de deux siècles. Il ne s'agit cependant pas d'une durée très considérable pour
un édifice de ce genre. Au cas où Samsuiluna aurait édifié un nouveau palais, on peut se demander ce qu'est
possibilités. Cette missive (CT 43 61), écrite par une femme nommée Lamassani, sans doute une naditum,
commence par de longues bénédictions à l'adresse du destinataire, son père : < que mon seigneur et ma dame
donnent pour toujours à mon père bonne santé, bonheur (et) une divinité protectrice (qui obtient) une réponse
favorable dans le palais de Sumula-El  (6[b]a-la-ta-am !u-ub li-ib-bi-im[l]a-ma-as-si qá-bé-e i ma-ga-ri-im
prosopographie ne permet pas, à ma connaissance, de datation précise de cette lettre, mais elle ne peut être que
postérieure au règne de Samsuiluna: ce type de bénédiction est caractéristique des lettres tardives, et la
paléographie avait été également qualifiée de < tardive> par le regretté F. R. Kraus (AbB 1 n°61 p. 50 < kleine
späte Kursive »). La mention du palais de Sumula-El nous fournit deux précieuses indications. D'une part, le
vieux palais avait été construit par Sumula-El : il s'agit d'une référence de plus à ce souverain en tant que
véritable fondateur de la première dynastie de Babylone (voir Edzard, ZZB p. 122). D'autre part, l'ancien palais
ne fut pas détruit lorsque Samsuiluna en bâtit un nouveau, mais continua à ètre occupé, saris qu'on sache à
quel usage il pouvait servir; une telle dualité n'est pas sans rappeler le cas de Mari, avec son grand palais et
de son règne, pour effectuer des travaux d'une telle ampleur. Ceux-ci n'ont malheureusement laissé aucune
trace dans les documents de la pratique que nous possédons. Mais il est vrai que la < couverture » textuelle de
la fin du règne de Samsuiluna est actuellement quasi nulle. Le sort du < palais de Sumula-El>, délaissé par
Samsuiluna, peut nous donner moins de regrets quant a l'impossibilité de fouiller les niveaux paléo-
babyloniens de Babylone: à supposer qu'on puisse un jour fouiller ce palais, il n'est pas súr que nous y
60) Bêtes rares - Dans N.A.B.U. 1988/15, J.-M. Durand consacrait une étude à l'animal udutianum, attesté
dans la documentation mariote. Il signalait que cette espèce, peu courante à Mari, était envoyée comme présent
à titre de rareté exotique (au moins deux occurrences), et proposait de l'identifier à < un chamois ou un
Or les textes médio et néo-assyriens connaissent trois mentions d'un animal teênu ou tuênu.","Salmanazar Ier  (E. Weidner, AfO 19, 1959-60, p. 33-39 et pl. VI). Il s'agit d'une liste de textiles, dont 1 túghu-",0.9000,OK
NABU (missing 1999 no.2).pdf,403,"la-nu a te-e-ni eg-ru-te a-ha-tu-a la-á-[5u], <une cape en teênu, egru, sans manches> (l.3-4; egru,
< croisé , me semble se rapporter à la façon du textile). Il est donc possible de tisser le poil ou la laine de cette
bte; or les graphies mariotes classent le tianum, précisément, parmi les ovins.
gàr-me i-pur il-qi-ú-ni, < il (le roi) envoya des marchands (pour qu') ils ramènent des burhi, des
dromadaires et des te§ênú > (AKA 142, 26-27). Le burhi est un animal encore mal identifié, une sorte de buffle
ou de yack, originaire du pays ou de la montagne de Luma - ou transitant par cette région -, soit l'Arménie ou","le Caucase (E. Weidner, AfO 18, 1957-58, p. 356), voire le Turkestan (B. Landsberger, Fauna, p. 142); dans tous",0.9000,OK
NABU (missing 1999 no.2).pdf,403,"N.A.B.U. 1991 (n2- Juin)
Bien entendu, une information aussi laconique pose un grand nombre de questions, auxquelles il est
Une lettre nous fournit sans doute un élément déterminant pour trancher entre ces différentes
Quelles que soient les raisons de ce geste, il témoigne des moyens dont disposait Samsuiluna à la fin
La première se trouve dans VAT 8236, un texte de l'archive de Bäbu-aha-iddina, < chancelier de
Enfin Assurnasirpal II a fait inscrire sur un taureau monumental du palais nord-ouest de Kalhu: su-
- 40","10
a-na a-bi-ia ka-ta li-i-ru-ku). La
Dominique CHARPIN (08-06-91)
Appt 2103, 10, villa d'Este, 75013 PARIS",0.4330,OK
"RGTC-6_1 del Monte, G. & J. Tischler - Die Orts- und Gewässernamen der hethitischen Texte, 1978.pdf",45,"ha-1i-ma-na-a KBo IV 4 IV 44,50.
Ortsbestimmung: Stadt von -→ Azi/Hajaa.
Eigennamen: Mutti, Mann (Lú) von U., Bote der Leute von Azi (11.",[Halara],0.9000,OK
Pruzsinszky_2003_SCCNH13_Personnennamen_Texte_aus_Emar.pdf,542,"Kab-Ía-ni HCCT-E 35, 9 KU SH m S:IIa-a•-‰ú-dKUR V d. Käufers
‚KaŸ-ab-la RE 73, ‚1Ÿ PL SH m S:Id30-ta-li Liste
Kabla ""Fessel"" WS
KabÍanu ? ???","Ka-bu-li Kadmos 21, 2.[18] PU SH m S:IBa-aÓ-la-ú V. des Prozeßgegners
fKad-ri E 65, 34 AÍtarte Tempel PL SH f S:ZU-ba-la Liste
Kadrû ""Sprecher/ Geschenk"" hurr./ akk.
Kabuli ? WS?",0.6039,OK
"Imdi-ilum, 1981.pdf",136,"Imdilum expéditeur.
II-ImdIlum co-expéditeur.
a-Lettres expédiées de Kanes:",- 262 -,0.9000,OK
"Imdi-ilum, 1981.pdf",136,"1 um-ma Im-dí-DI[NGIR]ùλ
ùI-dí-A-su[r-m]a
a-na U-ú-ur-sa-Istar
qí-bi-ma i-na 50 LÁ 1
ku-ta-/ni
sa sé-ep I-di-A-sur",- 263 -,0.4760,OK
"Imdi-ilum, 1981.pdf",136,"8 1/2 ku-ta-ni E.GAL
a-na si-mi-im il5-gé-ma
12 GIN.TA É.kà-ri-im
i[s]-ku-nu-ma a-na-ku
8 ku-ta-ni sa i-na
R.15
sé-er ku-ta-ni-kà
dam-aú-ni i-na ra-mi-ni-a
<a-ti-di>
a-é-er 33 ku-ta-ni
ku-nu-ki sa A-lim
A-gi-/a-a
41 1/? ku-ta-ni <sa>",ATHE 61,0.9000,OK
"Imdi-ilum, 1981.pdf",136,"lim
lúm
KT
sa","Cf.,AOATT,pp.84,85 et 195.",0.9000,OK
